name,description,isActive,productInclType,product,paApplies,paType,paPercent,paBaseAmountType,paAmount,rndApplies,roundType,rndToAmount,rndIsMinus,rndPMAmount,customerInclType,customer,dateApplies,dateBegin,dateEnd,qtyApplies,qtyMin,qtyMax,isAutoApply,isTier2,dateCreated,dateLastModified
"United Wholesale - Memphis 01947",,"true","Product","01947","true","Fixed price","0%","Product Price","$155.21","false","Round up to nearest","$1.00","true","$0.01","Customer","United Wholesale - Memphis","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Super Cash & Carry Wholesale 01864",,"true","Product","01864","true","Fixed price","0%","Product Price","$117.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Super Cash & Carry Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","08/09/2023"
"Super Cash & Carry Wholesale 12110.C",,"true","Product","12110.C","true","Fixed price","0%","Product Price","$148.40","false","Round up to nearest","$1.00","true","$0.01","Customer","Super Cash & Carry Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Super Cash & Carry Wholesale 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$149.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Super Cash & Carry Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/20/2023"
"Parachi Enterprise, Inc. 01787",,"true","Product","01787","true","Fixed price","0%","Product Price","$163.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Parachi Enterprise, Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Jackson Wholesale Inc 01963",,"true","Product","01963","true","Fixed price","0%","Product Price","$162.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Jackson Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","04/18/2023"
"Jackson Wholesale Inc 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$149.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Jackson Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","04/18/2023"
"Jackson Wholesale Inc 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$181.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Jackson Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","04/18/2023"
"Jackson Wholesale Inc 02830",,"true","Product","02830","true","Fixed price","0%","Product Price","$300.40","false","Round up to nearest","$1.00","true","$0.01","Customer","Jackson Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"Jackson Wholesale Inc 01829",,"true","Product","01829","true","Fixed price","0%","Product Price","$263.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Jackson Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"Jackson Wholesale Inc 01947",,"true","Product","01947","true","Fixed price","0%","Product Price","$149.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Jackson Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","04/18/2023"
"Jackson Wholesale Inc 01630",,"true","Product","01630","true","Fixed price","0%","Product Price","$424.40","false","Round up to nearest","$1.00","true","$0.01","Customer","Jackson Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"Jackson Wholesale Inc 01782",,"true","Product","01782","true","Fixed price","0%","Product Price","$166.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Jackson Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Jackson Wholesale Inc 01785",,"true","Product","01785","true","Fixed price","0%","Product Price","$179.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Jackson Wholesale Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","04/18/2023"
"Ziya Business Inc. 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$149.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Ziya Business Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Ziya Business Inc. 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$175.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Ziya Business Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Ziya Business Inc. 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$175.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Ziya Business Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","05/22/2023"
"Ziya Business Inc. 01782",,"true","Product","01782","true","Fixed price","0%","Product Price","$165.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Ziya Business Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Ziya Business Inc. 01864",,"true","Product","01864","true","Fixed price","0%","Product Price","$117.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Ziya Business Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/26/2023"
"Ziya Business Inc. 01873",,"true","Product","01873","true","Fixed price","0%","Product Price","$117.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Ziya Business Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/26/2023"
"Ziya Business Inc. 01963",,"true","Product","01963","true","Fixed price","0%","Product Price","$158.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Ziya Business Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Ziya Business Inc. 01949",,"true","Product","01949","true","Fixed price","0%","Product Price","$127.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Ziya Business Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","05/22/2023"
"Ziya Business Inc. 02832",,"true","Product","02832","true","Fixed price","0%","Product Price","$249.40","false","Round up to nearest","$1.00","true","$0.01","Customer","Ziya Business Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Ziya Business Inc. 01830",,"true","Product","01830","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Ziya Business Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Ziya Business Inc. 01824",,"true","Product","01824","true","Fixed price","0%","Product Price","$102.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Ziya Business Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Ziya Business Inc. 01791",,"true","Product","01791","true","Fixed price","0%","Product Price","$119.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Ziya Business Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","05/22/2023"
"Chicago Imports 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$148.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Chicago Imports","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","04/28/2023"
"VIP Wholesale 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$180.00","false","Round up to nearest","$1.00","true","$0.01","Customer","VIP Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/07/2023"
"VIP Wholesale 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$152.00","false","Round up to nearest","$1.00","true","$0.01","Customer","VIP Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/07/2023"
"Malani Enterprises 01828",,"true","Product","01828","true","Fixed price","0%","Product Price","$184.31","false","Round up to nearest","$1.00","true","$0.01","Customer","Malani Enterprises","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Allison Wholesale 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$188.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Allison Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Payless Cash & Carry 01832",,"true","Product","01832","true","Fixed price","0%","Product Price","$299.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Payless Cash & Carry","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Payless Cash & Carry 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$150.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Payless Cash & Carry","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Payless Cash & Carry 01829",,"true","Product","01829","true","Fixed price","0%","Product Price","$255.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Payless Cash & Carry","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Payless Cash & Carry 01828",,"true","Product","01828","true","Fixed price","0%","Product Price","$185.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Payless Cash & Carry","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Payless Cash & Carry 01787",,"true","Product","01787","true","Fixed price","0%","Product Price","$165.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Payless Cash & Carry","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Payless Cash & Carry 01841",,"true","Product","01841","true","Fixed price","0%","Product Price","$242.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Payless Cash & Carry","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Payless Cash & Carry 01947",,"true","Product","01947","true","Fixed price","0%","Product Price","$149.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Payless Cash & Carry","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Payless Cash & Carry 01782",,"true","Product","01782","true","Fixed price","0%","Product Price","$165.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Payless Cash & Carry","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Payless Cash & Carry 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","Payless Cash & Carry","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Payless Cash & Carry 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","Payless Cash & Carry","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Payless Cash & Carry 01962",,"true","Product","01962","true","Fixed price","0%","Product Price","$239.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Payless Cash & Carry","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"4 Aces Wholesale Distributor 01880",,"true","Product","01880","true","Fixed price","0%","Product Price","$160.00","false","Round up to nearest","$1.00","true","$0.01","Customer","4 Aces Wholesale Distributor","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Texas Wholesale - San Antonio 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$181.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Texas Wholesale - San Antonio","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","08/01/2023"
"Texas Wholesale - San Antonio 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$181.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Texas Wholesale - San Antonio","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","08/01/2023"
"Mass Sales Co. 01864",,"true","Product","01864","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Mass Sales Co.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Mass Sales Co. 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$150.80","false","Round up to nearest","$1.00","true","$0.01","Customer","Mass Sales Co.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Mass Sales Co. 01963",,"true","Product","01963","true","Fixed price","0%","Product Price","$168.20","false","Round up to nearest","$1.00","true","$0.01","Customer","Mass Sales Co.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Win Global Trading LLC 01962",,"true","Product","01962","true","Fixed price","0%","Product Price","$248.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Win Global Trading LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"SM Brothers Inc. 01880",,"true","Product","01880","true","Fixed price","0%","Product Price","$163.80","false","Round up to nearest","$1.00","true","$0.01","Customer","SM Brothers Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"California Imports LLC 01790",,"true","Product","01790","true","Fixed price","0%","Product Price","$131.04","false","Round up to nearest","$1.00","true","$0.01","Customer","California Imports LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"California Imports LLC 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$149.00","false","Round up to nearest","$1.00","true","$0.01","Customer","California Imports LLC","false","12/31/0999","01/01/3000","false","1","0","true","false","03/15/2023","05/11/2023"
"Hispanic Products Distribution 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$157.76","false","Round up to nearest","$1.00","true","$0.01","Customer","Hispanic Products Distribution","false","12/31/0999","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"REX Discount Inc 01787",,"true","Product","01787","true","Fixed price","0%","Product Price","$164.00","false","Round up to nearest","$1.00","true","$0.01","Customer","REX Discount Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"REX Discount Inc 01829",,"true","Product","01829","true","Fixed price","0%","Product Price","$265.60","false","Round up to nearest","$1.00","true","$0.01","Customer","REX Discount Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"REX Discount Inc 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$186.60","false","Round up to nearest","$1.00","true","$0.01","Customer","REX Discount Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"REX Discount Inc 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$152.00","false","Round up to nearest","$1.00","true","$0.01","Customer","REX Discount Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/20/2023"
"REX Discount Inc 01945",,"true","Product","01945","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","REX Discount Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"BTC Wholesale 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","BTC Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"BTC Wholesale 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","BTC Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Martin & Snyder Co. 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","Martin & Snyder Co.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Corr-Williams Company - Columbia 01630",,"true","Product","01630","true","Fixed price","0%","Product Price","$442.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Corr-Williams Company - Columbia","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"A to Z Wholesale - Atlanta 01949",,"true","Product","01949","true","Fixed price","0%","Product Price","$129.00","false","Round up to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"A to Z Wholesale - Atlanta 01830",,"true","Product","01830","true","Fixed price","0%","Product Price","$141.60","false","Round up to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"A to Z Wholesale - Atlanta 01824",,"true","Product","01824","true","Fixed price","0%","Product Price","$105.39","false","Round up to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"A to Z Wholesale - Atlanta 01945",,"true","Product","01945","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"A to Z Wholesale - Atlanta 02832",,"true","Product","02832","true","Fixed price","0%","Product Price","$249.00","false","Round up to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"A to Z Wholesale - Atlanta 01827",,"true","Product","01827","true","Fixed price","0%","Product Price","$142.00","false","Round up to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"A to Z Wholesale - Atlanta 01842",,"true","Product","01842","true","Fixed price","0%","Product Price","$226.00","false","Round up to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"A to Z Wholesale - Atlanta 01791",,"true","Product","01791","true","Fixed price","0%","Product Price","$131.00","false","Round up to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","05/02/2023"
"A to Z Wholesale - Atlanta 01864",,"true","Product","01864","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"A to Z Wholesale - Atlanta 01787",,"true","Product","01787","true","Fixed price","0%","Product Price","$168.00","false","Round up to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/21/2023"
"A to Z Wholesale - Atlanta 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$152.00","false","Round up to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"Siddique Enterprises LLC 01864",,"true","Product","01864","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Siddique Enterprises LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Importaciones 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","Importaciones","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Import Warehouse 01873",,"true","Product","01873","true","Fixed price","0%","Product Price","$115.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Import Warehouse","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/28/2023"
"Bismillah Cash and Carry Inc 01864",,"true","Product","01864","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Bismillah Cash and Carry Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Bismillah Cash and Carry Inc 02831",,"true","Product","02831","true","Fixed price","0%","Product Price","$196.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Bismillah Cash and Carry Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"Yahya Trading - Chicago 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$149.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Yahya Trading - Chicago","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/19/2023"
"Yahya Trading - Chicago 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","Yahya Trading - Chicago","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Yahya Trading - Chicago 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","Yahya Trading - Chicago","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/07/2023"
"J.E.S. Wholesale 01864",,"true","Product","01864","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","J.E.S. Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"J.E.S. Wholesale 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$149.00","false","Round up to nearest","$1.00","true","$0.01","Customer","J.E.S. Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","04/27/2023"
"Serena Wholesale Inc. 01783",,"true","Product","01783","true","Fixed price","0%","Product Price","$299.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Serena Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/20/2023"
"A to Z Wholesale - Atlanta 01635",,"true","Product","01635","true","Fixed price","0%","Product Price","$530.00","false","Round up to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/13/2023"
"A to Z Wholesale - Atlanta 01792",,"true","Product","01792","true","Fixed price","0%","Product Price","$148.00","false","Round up to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"A to Z Wholesale - Atlanta 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$178.00","false","Round up to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"R.N. International 01830",,"true","Product","01830","true","Fixed price","0%","Product Price","$148.60","false","Round up to nearest","$1.00","true","$0.01","Customer","R.N. International","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"Malani Enterprises 01842",,"true","Product","01842","true","Fixed price","0%","Product Price","$212.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Malani Enterprises","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/04/2023"
"Malani Enterprises 01650",,"true","Product","01650","true","Fixed price","0%","Product Price","$447.32","false","Round up to nearest","$1.00","true","$0.01","Customer","Malani Enterprises","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Dearborn Wholesale - Madison 01630",,"true","Product","01630","true","Fixed price","0%","Product Price","$408.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Dearborn Wholesale - Madison","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Dearborn Wholesale - Madison 15787.D",,"true","Product","15787.D","true","Fixed price","0%","Product Price","$325.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Dearborn Wholesale - Madison","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"All In One Wholesale 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$180.40","false","Round up to nearest","$1.00","true","$0.01","Customer","All In One Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"VK Wholesale 01787",,"true","Product","01787","true","Fixed price","0%","Product Price","$160.00","false","Round up to nearest","$1.00","true","$0.01","Customer","VK Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"VK Wholesale 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","VK Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"VK Wholesale 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","VK Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"United Wholesale - Lakeland 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","United Wholesale - Lakeland","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"United Wholesale - Lakeland 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$178.20","false","Round up to nearest","$1.00","true","$0.01","Customer","United Wholesale - Lakeland","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/04/2023"
"Bargain Enterprise INC. 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$150.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Bargain Enterprise INC.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","07/08/2023"
"Nepa Wholesale Inc. 01792",,"true","Product","01792","true","Fixed price","0%","Product Price","$147.84","false","Round up to nearest","$1.00","true","$0.01","Customer","Nepa Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Nepa Wholesale Inc. 01830",,"true","Product","01830","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Nepa Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"Nepa Wholesale Inc. 01827",,"true","Product","01827","true","Fixed price","0%","Product Price","$142.80","false","Round up to nearest","$1.00","true","$0.01","Customer","Nepa Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"Nepa Wholesale Inc. 02832",,"true","Product","02832","true","Fixed price","0%","Product Price","$260.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Nepa Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","06/16/2023"
"Nepa Wholesale Inc. 01963",,"true","Product","01963","true","Fixed price","0%","Product Price","$164.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Nepa Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","05/01/2023"
"Nepa Wholesale Inc. 01949",,"true","Product","01949","true","Fixed price","0%","Product Price","$128.99","false","Round up to nearest","$1.00","true","$0.01","Customer","Nepa Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Nepa Wholesale Inc. 01945",,"true","Product","01945","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Nepa Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Nepa Wholesale Inc. 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$150.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Nepa Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Rock Bottom Wholesale 01864",,"true","Product","01864","true","Fixed price","0%","Product Price","$153.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Rock Bottom Wholesale","false","12/31/0999","01/02/3000","false","1","0","true","false","03/15/2023","03/15/2023"
"Rock Bottom Wholesale 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$150.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Rock Bottom Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","03/15/2023","03/15/2023"
