name,description,isActive,productInclType,product,paApplies,paType,paPercent,paBaseAmountType,paAmount,rndApplies,roundType,rndToAmount,rndIsMinus,rndPMAmount,customerInclType,customer,dateApplies,dateBegin,dateEnd,qtyApplies,qtyMin,qtyMax,isAutoApply,isTier2,dateCreated,dateLastModified
"United Wholesale - Lakeland 02830",,"true","Product","02830","true","Fixed price","0%","Product Price","$299.00","false","Round to nearest","$1.00","true","$0.01","Customer","United Wholesale - Lakeland","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","07/04/2023"
"United Wholesale - Lakeland 01828",,"true","Product","01828","true","Fixed price","0%","Product Price","$189.00","false","Round to nearest","$1.00","true","$0.01","Customer","United Wholesale - Lakeland","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","07/04/2023"
"United Wholesale - Lakeland 01841",,"true","Product","01841","true","Fixed price","0%","Product Price","$250.00","false","Round to nearest","$1.00","true","$0.01","Customer","United Wholesale - Lakeland","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","07/04/2023"
"United Wholesale - Lakeland 11969",,"true","Product","11969","true","Fixed price","0%","Product Price","$105.12","false","Round to nearest","$1.00","true","$0.01","Customer","United Wholesale - Lakeland","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"United Wholesale - Lakeland 15787.J",,"true","Product","15787.J","true","Fixed price","0%","Product Price","$594.00","false","Round to nearest","$1.00","true","$0.01","Customer","United Wholesale - Lakeland","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Serena Wholesale Inc. 01786",,"true","Product","01786","true","Fixed price","0%","Product Price","$205.00","false","Round to nearest","$1.00","true","$0.01","Customer","Serena Wholesale Inc.","false","12/31/0999","01/01/3000","false","0","0","true","false","03/15/2023","07/20/2023"
"Serena Wholesale Inc. 01828",,"true","Product","01828","true","Fixed price","0%","Product Price","$186.00","false","Round to nearest","$1.00","true","$0.01","Customer","Serena Wholesale Inc.","false","12/31/1999","01/01/2000","false","0","0","true","false","03/15/2023","07/20/2023"
"Serena Wholesale Inc. 11969",,"true","Product","11969","true","Fixed price","0%","Product Price","$107.28","false","Round to nearest","$1.00","true","$0.01","Customer","Serena Wholesale Inc.","false","12/31/1999","01/01/2000","false","0","0","true","false","03/15/2023","05/26/2023"
"Texas Jasmine 01829",,"true","Product","01829","true","Fixed price","0%","Product Price","$255.60","false","Round to nearest","$1.00","true","$0.01","Customer","Texas Jasmine","false","01/01/1000","01/01/3000","false","0","0","true","false","03/15/2023","06/16/2023"
"Texas Jasmine 01841",,"true","Product","01841","true","Fixed price","0%","Product Price","$244.00","false","Round to nearest","$1.00","true","$0.01","Customer","Texas Jasmine","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Kelli's Gift Shop Suppliers 01828",,"true","Product","01828","true","Fixed price","0%","Product Price","$182.00","false","Round to nearest","$1.00","true","$0.01","Customer","Kelli's Gift Shop Suppliers","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Kelli's Gift Shop Suppliers 01832",,"true","Product","01832","true","Fixed price","0%","Product Price","$300.40","false","Round to nearest","$1.00","true","$0.01","Customer","Kelli's Gift Shop Suppliers","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Kelli's Gift Shop Suppliers 11953",,"true","Product","11953","true","Fixed price","0%","Product Price","$73.92","false","Round to nearest","$1.00","true","$0.01","Customer","Kelli's Gift Shop Suppliers","false","01/01/1000","01/01/3000","false","0","0","true","false","03/15/2023","03/15/2023"
"Kelli's Gift Shop Suppliers 11971",,"true","Product","11971","true","Fixed price","0%","Product Price","$42.48","false","Round to nearest","$1.00","true","$0.01","Customer","Kelli's Gift Shop Suppliers","false","01/01/1000","01/01/3000","false","0","0","true","false","03/15/2023","03/15/2023"
"Kelli's Gift Shop Suppliers 11845",,"true","Product","11845","true","Fixed price","0%","Product Price","$81.60","false","Round to nearest","$1.00","true","$0.01","Customer","Kelli's Gift Shop Suppliers","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Kelli's Gift Shop Suppliers 01841",,"true","Product","01841","true","Fixed price","0%","Product Price","$259.80","false","Round to nearest","$1.00","true","$0.01","Customer","Kelli's Gift Shop Suppliers","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Shah Distributors Inc. 01828",,"true","Product","01828","true","Fixed price","0%","Product Price","$175.00","false","Round to nearest","$1.00","true","$0.01","Customer","Shah Distributors Inc.","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"BTC Wholesale 01962",,"true","Product","01962","true","Fixed price","0%","Product Price","$249.00","false","Round to nearest","$1.00","true","$0.01","Customer","BTC Wholesale","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","07/24/2023"
"Jack's Sales Inc. 01829",,"true","Product","01829","true","Fixed price","0%","Product Price","$273.40","false","Round to nearest","$1.00","true","$0.01","Customer","Jack's Sales Inc.","false","01/01/1000","01/01/3000","false","0","0","true","false","03/15/2023","06/16/2023"
"Jack's Sales Inc. 01832",,"true","Product","01832","true","Fixed price","0%","Product Price","$298.00","false","Round to nearest","$1.00","true","$0.01","Customer","Jack's Sales Inc.","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","07/03/2023"
"Jack's Sales Inc. 02830",,"true","Product","02830","true","Fixed price","0%","Product Price","$299.00","false","Round to nearest","$1.00","true","$0.01","Customer","Jack's Sales Inc.","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","07/03/2023"
"Kelli's Gift Shop Suppliers 01829",,"true","Product","01829","true","Fixed price","0%","Product Price","$299.60","false","Round to nearest","$1.00","true","$0.01","Customer","Kelli's Gift Shop Suppliers","false","01/01/1000","01/01/3000","false","0","0","true","true","03/15/2023","06/16/2023"
"A-Medical Service 01786",,"true","Product","01786","true","Fixed price","0%","Product Price","$220.00","false","Round to nearest","$1.00","true","$0.01","Customer","A-Medical Service","false","01/01/1000","01/01/3000","false","0","0","true","false","03/15/2023","06/26/2023"
"A-Medical Service 01946",,"true","Product","01946","true","Fixed price","0%","Product Price","$186.00","false","Round to nearest","$1.00","true","$0.01","Customer","A-Medical Service","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","04/27/2023"
"Kelli's Gift Shop Suppliers 02830",,"true","Product","02830","true","Fixed price","0%","Product Price","$306.40","false","Round to nearest","$1.00","true","$0.01","Customer","Kelli's Gift Shop Suppliers","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Legacy Blister 11797",,"true","Product","11797","true","Fixed price","0%","Product Price","$64.80","false","Round to nearest","$1.00","true","$0.01","Customer Group","Legacy Blister","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Legacy Blister 11937",,"true","Product","11937","true","Fixed price","0%","Product Price","$47.52","false","Round to nearest","$1.00","true","$0.01","Customer Group","Legacy Blister","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Yahya Trading - Florida 01962",,"true","Product","01962","true","Fixed price","0%","Product Price","$229.00","false","Round to nearest","$1.00","true","$0.01","Customer","Yahya Trading - Florida","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Texas Jasmine 01832",,"true","Product","01832","true","Fixed price","0%","Product Price","$309.20","false","Round to nearest","$1.00","true","$0.01","Customer","Texas Jasmine","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Texas Wholesale - Arlington 01828",,"true","Product","01828","true","Fixed price","0%","Product Price","$185.00","false","Round to nearest","$1.00","true","$0.01","Customer","Texas Wholesale - Arlington","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","07/20/2023"
"Texas Wholesale - Arlington 01829",,"true","Product","01829","true","Fixed price","0%","Product Price","$262.00","false","Round to nearest","$1.00","true","$0.01","Customer","Texas Wholesale - Arlington","false","01/01/1000","01/01/3000","false","0","0","true","false","03/15/2023","07/20/2023"
"A to Z Wholesale - Atlanta 11969",,"true","Product","11969","true","Fixed price","0%","Product Price","$105.12","false","Round to nearest","$1.00","true","$0.01","Customer","A to Z Wholesale - Atlanta","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","05/04/2023"
"Legacy Blister 11785",,"true","Product","11785","true","Fixed price","0%","Product Price","$72.00","false","Round to nearest","$1.00","true","$0.01","Customer Group","Legacy Blister","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"R.N. International 14786.J",,"true","Product","14786.J","true","Fixed price","0%","Product Price","$436.00","false","Round to nearest","$1.00","true","$0.01","Customer","R.N. International","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"R.N. International 11969",,"true","Product","11969","true","Fixed price","0%","Product Price","$115.86","false","Round to nearest","$1.00","true","$0.01","Customer","R.N. International","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"R.N. International 01962",,"true","Product","01962","true","Fixed price","0%","Product Price","$235.00","false","Round to nearest","$1.00","true","$0.01","Customer","R.N. International","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","05/18/2023"
"Texas Jasmine 02830",,"true","Product","02830","true","Fixed price","0%","Product Price","$302.60","false","Round to nearest","$1.00","true","$0.01","Customer","Texas Jasmine","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Texas Jasmine 01880",,"true","Product","01880","true","Fixed price","0%","Product Price","$161.60","false","Round to nearest","$1.00","true","$0.01","Customer","Texas Jasmine","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Texas Jasmine 01962",,"true","Product","01962","true","Fixed price","0%","Product Price","$249.00","false","Round to nearest","$1.00","true","$0.01","Customer","Texas Jasmine","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"BTC Wholesale 01841",,"true","Product","01841","true","Fixed price","0%","Product Price","$259.00","false","Round to nearest","$1.00","true","$0.01","Customer","BTC Wholesale","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","07/08/2023"
"Tri-State Wholesale 01829",,"true","Product","01829","true","Fixed price","0%","Product Price","$262.20","false","Round to nearest","$1.00","true","$0.01","Customer","Tri-State Wholesale","false","01/01/1000","01/01/3000","false","0","0","true","false","03/15/2023","06/16/2023"
"Tri-State Wholesale 02830",,"true","Product","02830","true","Fixed price","0%","Product Price","$304.20","false","Round to nearest","$1.00","true","$0.01","Customer","Tri-State Wholesale","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"ABC 123 Accessories, LLC 01829",,"true","Product","01829","true","Fixed price","0%","Product Price","$277.40","false","Round to nearest","$1.00","true","$0.01","Customer","ABC 123 Accessories, LLC","false","01/01/1000","01/01/3000","false","0","0","true","false","03/15/2023","06/16/2023"
"ABC 123 Accessories, LLC 01962",,"true","Product","01962","true","Fixed price","0%","Product Price","$249.00","false","Round to nearest","$1.00","true","$0.01","Customer","ABC 123 Accessories, LLC","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/21/2023"
"Adel Wholesale 01828",,"true","Product","01828","true","Fixed price","0%","Product Price","$189.00","false","Round to nearest","$1.00","true","$0.01","Customer","Adel Wholesale","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/21/2023"
"Allison Wholesale 01832",,"true","Product","01832","true","Fixed price","0%","Product Price","$312.00","false","Round to nearest","$1.00","true","$0.01","Customer","Allison Wholesale","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/26/2023"
"Allison Wholesale 01829",,"true","Product","01829","true","Fixed price","0%","Product Price","$265.80","false","Round to nearest","$1.00","true","$0.01","Customer","Allison Wholesale","false","01/01/1000","01/01/3000","false","0","0","true","false","03/15/2023","06/16/2023"
"Allison Wholesale 01785",,"true","Product","01785","true","Fixed price","0%","Product Price","$181.00","false","Round to nearest","$1.00","true","$0.01","Customer","Allison Wholesale","false","01/01/1000","01/01/3000","false","0","0","true","false","03/15/2023","06/26/2023"
"Allison Wholesale 02830",,"true","Product","02830","true","Fixed price","0%","Product Price","$317.00","false","Round to nearest","$1.00","true","$0.01","Customer","Allison Wholesale","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/26/2023"
"Allison Wholesale 01828",,"true","Product","01828","true","Fixed price","0%","Product Price","$194.16","false","Round to nearest","$1.00","true","$0.01","Customer","Allison Wholesale","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Allison Wholesale 01841",,"true","Product","01841","true","Fixed price","0%","Product Price","$259.00","false","Round to nearest","$1.00","true","$0.01","Customer","Allison Wholesale","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/26/2023"
"Weiner's LTD 01841",,"true","Product","01841","true","Fixed price","0%","Product Price","$275.00","false","Round to nearest","$1.00","true","$0.01","Customer","Weiner's LTD","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Serena Wholesale Inc. 01841",,"true","Product","01841","true","Fixed price","0%","Product Price","$241.00","false","Round to nearest","$1.00","true","$0.01","Customer","Serena Wholesale Inc.","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","07/20/2023"
"Texas Jasmine 01828",,"true","Product","01828","true","Fixed price","0%","Product Price","$186.83","false","Round to nearest","$1.00","true","$0.01","Customer","Texas Jasmine","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Kelli's Gift Shop Suppliers 12002",,"true","Product","12002","true","Fixed price","0%","Product Price","$96.00","false","Round to nearest","$1.00","true","$0.01","Customer","Kelli's Gift Shop Suppliers","false","01/01/1000","01/01/3000","false","0","0","true","false","03/15/2023","03/15/2023"
"International Foods 01947",,"true","Product","01947","true","Fixed price","0%","Product Price","$150.80","false","Round to nearest","$1.00","true","$0.01","Customer","International Foods","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Rainbow Sales Distributing, Inc. 01947",,"true","Product","01947","true","Fixed price","0%","Product Price","$162.63","false","Round to nearest","$1.00","true","$0.01","Customer","Rainbow Sales Distributing, Inc.","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Jackson Wholesale Company 01947",,"true","Product","01947","true","Fixed price","0%","Product Price","$162.40","false","Round to nearest","$1.00","true","$0.01","Customer","Jackson Wholesale Company","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Bargain Enterprise INC. 01947",,"true","Product","01947","true","Fixed price","0%","Product Price","$152.00","false","Round to nearest","$1.00","true","$0.01","Customer","Bargain Enterprise INC.","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","07/08/2023"
